primaryName,knownForTitles,averageRating
Katharine Ross,"The Graduate, Butch Cassidy and the Sundance Kid, The Stepford Wives, Donnie Darko, ",7.675
Rick Rossovich,"Top Gun, The Terminator, Navy Seals, Roxanne, ",5.95
Cynthia Rothrock,"Honor and Glory, Lady Dragon, Righting Wrongs, Undefeatable, ",5
Gena Rowlands,"Hope Floats, The Notebook, A Woman Under the Influence, The Skeleton Key, ",6.575
Alan Ruck,"Star Trek Generations, Twister, Ferris Bueller's Day Off, Speed, ",6.55
Jennifer Runyon,"Ghostbusters, A Very Brady Christmas, Quantum Leap, Up the Creek, ",5
Geoffrey Rush,"Quills, Shakespeare in Love, Shine, ",7.4
Eva Marie Saint,"North by Northwest, Superman Returns, On the Waterfront, ",8.1
Meredith Salenger,"The Journey of Natty Gann, Lake Placid, Village of the Damned, ",6.3
George Sanders,,7.383333333
Julian Sands,"A Room with a View, The Medallion, Naked Lunch, Warlock, ",5.775
Chris Sarandon,"Child's Play, Dog Day Afternoon, The Princess Bride, Fright Night, ",7.34
John Savage,"Who Wrote Shakespeare's Works?, ",7
Telly Savalas,"On Her Majesty's Secret Service, Kelly's Heroes, Kojak, The Dirty Dozen, ",7.24
Roy Scheider,"The French Connection, All That Jazz, Jaws, 2010: The Year We Make Contact, ",6.784210526
Maximilian Schell,"A Bridge Too Far, Vampires, Deep Impact, Judgment at Nuremberg, ",6
Rob Schneider,"The Hot Chick, Deuce Bigalow: Male Gigolo, Deuce Bigalow: European Gigolo, The Animal, ",5.35
Michael Schoeffling,"Wild Hearts Can't Be Broken, Sixteen Candles, Vision Quest, Mermaids, ",6.7
David Schwimmer,"Big Nothing, Six Days Seven Nights, Friends, Band of Brothers, ",5.8
Annabella Sciorra,"The Hand That Rocks the Cradle, Jungle Fever, ",6.616666667
Izabella Scorupco,"Exorcist: The Beginning, GoldenEye, Reign of Fire, Vertical Limit, ",7.2
Campbell Scott,"Singles, Roger Dodger, Big Night, ",6.95
George C. Scott,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, The Changeling, Patton, The Hustler, ",7.20625
Kyle Secor,"City Slickers, Sleeping with the Enemy, Drop Zone, Homicide: Life on the Street, ",6.8
Kyra Sedgwick,"Phenomenon, The Closer, The Woodsman, ",6.666666667
George Segal,"Who's Afraid of Virginia Woolf?, A Touch of Class, Look Who's Talking, ",6.616666667
ChloÃ« Sevigny,"Boys Don't Cry, Big Love, ",7.1
Rufus Sewell,"The Illusionist, A Knight's Tale, Tristan + Isolde, Dark City, ",7.6
Tony Shalhoub,"Galaxy Quest, The Man Who Wasn't There, Monk, ",6.6
Omar Sharif,"Lawrence of Arabia, Doctor Zhivago, The 13th Warrior, Monsieur Ibrahim, ",8
Helen Shaver,"The Amityville Horror, Desert Hearts, The Land Before Time, The Craft, ",6.983333333
Robert Shaw,"The American President, Toscanini: The Television Concerts, Vol. 5 - Verdi: Aida, The Scarlet Letter, ",7.62
Wallace Shawn,"My Dinner with Andre, The Incredibles, The Princess Bride, ",5.4
Craig Sheffer,"Some Kind of Wonderful, Nightbreed, A River Runs Through It, The Program, ",6.65
Deborah Shelton,"Nemesis, Sins of the Night, Silk Degrees, Body Double, ",5.75
Sam Shepard,"Black Hawk Down, The Right Stuff, ",7.1
Cybill Shepherd,"Cybill, The Last Picture Show, Moonlighting, Taxi Driver, ",6.525
Talia Shire,"The Godfather, The Godfather: Part II, Rocky, Rocky IV, ",6.714285714
Pauly Shore,"Son in Law, Pauly Shore Is Dead, Bio-Dome, Encino Man, ",5.18
Martin Short,"The Santa Clause 3: The Escape Clause, Â¡Three Amigos!, Innerspace, ",6.025
Jonathan Silverman,"Weekend at Bernie's, 12:01, Brighton Beach Memoirs, ",6.5
Jean Simmons,"Gladiator, Notting Hill, Star Wars: Episode I - The Phantom Menace, The Fifth Element, ",7.38
O.J. Simpson,"Naked Gun 33 1/3: The Final Insult, The Towering Inferno, The Naked Gun: From the Files of Police Squad!, The Naked Gun 2Â½: The Smell of Fear, ",7.0125
Lori Singer,"Footloose, Short Cuts, ",6.6
Marc Singer,"The 2001 IFP/West Independent Spirit Awards, Dark Days, ",5.1
Tom Sizemore,"Red Planet, Strange Days, Saving Private Ryan, Black Hawk Down, ",7.15
Stellan SkarsgÃ¥rd,"Good Will Hunting, Amistad, ",8.3
Ione Skye,"Fever Pitch, River's Edge, Four Rooms, Say Anything..., ",6.542857143
Charles Martin Smith,"The Untouchables, Never Cry Wolf, American Graffiti, ",7.185714286
Kurtwood Smith,"That '70s Show, Star Trek VI: The Undiscovered Country, RoboCop, Deep Impact, ",6.026666667
Maggie Smith,"Woman of the Night, ",6.55
Madolyn Smith Osborne,"2010: The Year We Make Contact, Urban Cowboy, All of Me, Funny Farm, ",5.7
Timothy Spall,"Secrets & Lies, Sweeney Todd: The Demon Barber of Fleet Street, ",8
Vincent Spano,"Rumble Fish, Creator, Alive, Baby It's You, ",6.1
Tori Spelling,"The House of Yes, Trick, Scary Movie 2, Beverly Hills, 90210, ",6.6
Jill St. John,"Diamonds Are Forever, Who's Minding the Store?, The Liquidator, The Oscar, ",6.6
Nick Stahl,"Terminator 3: Rise of the Machines, In the Bedroom, The Man Without a Face, Sin City, ",6.7
Harry Dean Stanton,"Alien, Repo Man, The Green Mile, ",6.471428571
Barbara Stanwyck,"The Lady Eve, The Big Valley, Double Indemnity, Baby Face, ",6.766666667
Rod Steiger,"In the Heat of the Night, On the Waterfront, The Pawnbroker, Duck, You Sucker, ",7.441666667
Fisher Stevens,"Hackers, Super Mario Bros., Awake, Short Circuit, ",6.06
Stella Stevens,"The Taming of Rebecca, The Prince of Porn, ",6.75
Patrick Stewart,"Oklahoma Tragedy, ",7.044
David Ogden Stiers,"M*A*S*H, Pocahontas, Beauty and the Beast, Lilo & Stitch, ",7
Ben Stiller,"There's Something About Mary, Zoolander, Tropic Thunder, ",6.56
Dean Stockwell,"Dune, Married to the Mob, Paris, Texas, Quantum Leap, ",4.6
Peter Stormare,"Fargo, The Brothers Grimm, Constantine, Armageddon, ",8.1
Sally Struthers,"All in the Family, The Getaway, Five Easy Pieces, Gilmore Girls, ",7.4
Kristy Swanson,"Ferris Bueller's Day Off, Buffy the Vampire Slayer, Dude, Where's My Car?, Flowers in the Attic, ",5.36
Jessica Tandy,"*batteries not included, Driving Miss Daisy, Fried Green Tomatoes, Cocoon, ",7.44
Sharon Tate,"Eye of the Devil, The Fearless Vampire Killers, The Wrecking Crew, Valley of the Dolls, ",5.8
Robert Taylor,,6.7
Rod Taylor,"At Any Cost, ",7.05
Henry Thomas,,7.7
Richard Thomas,,6.25
Rachel Ticotin,"The Eye, Total Recall, Falling Down, Con Air, ",6.825
Kevin Tighe,"Emergency!, K-9, Another 48 Hrs., Road House, ",6.2
Rip Torn,"The Larry Sanders Show, Dodgeball: A True Underdog Story, Freddy Got Fingered, Men in Black, ",6.128571429
Nancy Travis,"Greedy, The Sisterhood of the Traveling Pants, So I Married an Axe Murderer, 3 Men and a Little Lady, ",6.25
Stanley Tucci,"Big Night, Captain America: The First Avenger, ",5.9
Lana Turner,"The Postman Always Rings Twice, The Three Musketeers, The Bad and the Beautiful, Peyton Place, ",6.5
John Turturro,"Barton Fink, Quiz Show, O Brother, Where Art Thou?, ",7.375
Cicely Tyson,"Diary of a Mad Black Woman, Fried Green Tomatoes, ",5.5
Tracey Ullman,"Bullets Over Broadway, The Tracey Ullman Show, Small Time Crooks, ",7.3
Jay Underwood,"Naked Frailties, ",6.5
Peter Ustinov,"Spartacus, Logan's Run, Billy Budd, Death on the Nile, ",7.1
Lee Van Cleef,"The Good, the Bad and the Ugly, Escape from New York, The Man Who Shot Liberty Valance, For a Few Dollars More, ",7.2125
Dick Van Dyke,"Chitty Chitty Bang Bang, Mary Poppins, The Dick Van Dyke Show, ",7.25
Jim Varney,"Atlantis: The Lost Empire, Toy Story, Toy Story 2, Ernest Goes to Camp, ",6.925
Robert Vaughn,"Brothers Equal, Ten Nights in a Barroom, The Homecoming, Master Shakespeare, Strolling Player, ",5.925
Reginald VelJohnson,"Die Hard 2, Die Hard, Ghostbusters, Family Matters, ",7.18
Jan-Michael Vincent,"The Mechanic, Airwolf, Bite the Bullet, Buffalo '66, ",6.05
Robert Wagner,"Above the Rim, The Client, Out for Justice, The Soldier, ",5.228571429
Andrew Kevin Walker,"Panic Room, Se7en, Sleepy Hollow, 8MM, ",8.6
M. Emmet Walsh,"Critters, The Jerk, Blood Simple, Blade Runner, ",5.75
Ray Walston,"Popeye, Fast Times at Ridgemont High, Paint Your Wagon, The Sting, ",7.533333333
Melora Walters,"Magnolia, Boogie Nights, The Butterfly Effect, Dead Poets Society, ",5.2
Rachel Ward,"Ah My Buddha!!, ",6.2
David Warner,"TRON, Star Trek VI: The Undiscovered Country, In the Mouth of Madness, Titanic, ",7.0375
Sam Waterston,"I'll Fly Away, Law & Order, The Great Gatsby, The Killing Fields, ",6.871428571
Emily Watson,"Punch-Drunk Love, Red Dragon, Breaking the Waves, Gosford Park, ",7.3
Damon Wayans,"My Wife and Kids, Major Payne, The Last Boy Scout, Mo' Money, ",6.4
Carl Weathers,"Rocky IV, Happy Gilmore, Predator, Rocky, ",7.2
Steven Weber,"Hot Ticket, ",6.4
Rachel Weisz,"The Constant Gardener, The Mummy Returns, ",6.066666667
Tuesday Weld,"Once Upon a Time in America, Thief, Pretty Poison, Play It As It Lays, ",7.05
Ming-Na Wen,"Final Fantasy: The Spirits Within, Street Fighter, Mulan, ",7.15
George Wendt,"Second Chorus, Around the World in 80 Days, Is Everybody Happy?, ",6.3
Frank Whaley,"Vacancy, Broken Arrow, The Doors, Pulp Fiction, ",7
Forest Whitaker,"Battlefield Earth, The Last King of Scotland, ",6.228571429
Richard Widmark,"Murder on the Orient Express, Kiss of Death, The Alamo, Coma, ",7.55
Dianne Wiest,"Hannah and Her Sisters, Synecdoche, New York, Edward Scissorhands, The Birdcage, ",7.0875
Kathleen Wilhoite,"Murphy's Law, Road House, Color of Night, The Edge, ",7.3
Billy Dee Williams,"Star Wars: Episode VI - Return of the Jedi, Batman, Star Wars: Episode V - The Empire Strikes Back, ",7.657894737
JoBeth Williams,"Kramer vs. Kramer, In the Land of Women, The Big Chill, Poltergeist, ",6.2
Treat Williams,"Deep Rising, 1941, The Phantom, Hair, ",6.04
Vanessa Williams,"New Jack City, Murder One, Candyman, Soul Food, ",5.9
Rita Wilson,"Sleepless in Seattle, Runaway Bride, Jingle All the Way, My Big Fat Greek Wedding, ",6
Thomas F. Wilson,"Back to the Future Part III, Back to the Future, Back to the Future Part II, ",7.6
Oprah Winfrey,"The Oprah Winfrey Show, The Color Purple, ",7.8
Henry Winkler,"Arrested Development, Click, The Waterboy, Night Shift, ",6.075
Mare Winningham,"Wyatt Earp, Turner & Hooch, St. Elmo's Fire, ",6.55
Shelley Winters,"The Poseidon Adventure, Lolita, A Patch of Blue, The Night of the Hunter, ",6.266666667
Mary Woronov,"Warlock, Death Race 2000, Eating Raoul, Night of the Comet, ",6.35
Kari Wuhrer,"The Air I Breathe, Anaconda, Thinner, Eight Legged Freaks, ",4
Noah Wyle,"Donnie Darko, ER, The Librarian: Quest for the Spear, A Few Good Men, ",6.333333333
Amy Yasbeck,"The Mask, Pretty Woman, Dracula: Dead and Loving It, Robin Hood: Men in Tights, ",6.7
Michael York,,6.933333333
Pia Zadora,"Voyage of the Rock Aliens, Hairspray, The Lonely Lady, Butterfly, ",2.9
Steve Zahn,"Rescue Dawn, A Perfect Getaway, Sahara, ",6.8
Anthony Zerbe,"The Matrix Reloaded, Licence to Kill, Papillon, The Omega Man, ",6.9
Catherine Zeta-Jones,"The Mask of Zorro, Entrapment, Chicago, Traffic, ",6.7
Daphne Zuniga,"The Sure Thing, Spaceballs, The Fly II, Melrose Place, ",5.033333333
Maryam d'Abo,"The Living Daylights, Shootfighter: Fight to the Death, Helen of Troy, ",6.7
Olivia d'Abo,"Point of No Return, Conan the Destroyer, Greedy, ",6
Max von Sydow,"Minority Report, Extremely Loud & Incredibly Close, Flash Gordon, The Seventh Seal, ",6.340909091
Anthony Higgins,"The Bride, Young Sherlock Holmes, The Draughtsman's Contract, Raiders of the Lost Ark, ",6.2
Danny Aiello III,"The Box, The Forgotten, Shooter, The Manchurian Candidate, ",4.8
Edward Albert,"The Domino Principle, Butterflies Are Free, Midway, Galaxy of Terror, ",4.5
Norma Aleandro,"Autumn Sun, Cleopatra, Son of the Bride, The Official Story, ",6.8
Louis Armstrong,"High Society, On Her Majesty's Secret Service, 12 Monkeys, Southland Tales, ",7.1
Peggy Ashcroft,"Sunday Bloody Sunday, A Passage to India, Edward & Mrs. Simpson, The 39 Steps, ",7.45
Margaret Avery,"Magnum Force, The Color Purple, The Set Up, ",7.8
Hoyt Axton,"Tropic Thunder, Gremlins, Encino Man, Forrest Gump, ",7.3
Noah Beery,"The Frog, Zorro Rides Again, Clancy Street Boys, Adventures of Red Ryder, ",6.4
Richard Belzer,"Scarface, Man on the Moon, Law & Order: Special Victims Unit, Homicide: Life on the Street, ",6.7
Luca Bercovici,"Clean and Sober, Ghoulies, ",3.8
Steve Bisley,"Water Rats, Mad Max, The Big Steal, ",6.9
RubÃ©n Blades,"Predator 2, Once Upon a Time in Mexico, ",5.85
Claire Bloom,"Midnight Man, ",6.966666667
Lloyd Bochner,"Point Blank, The Lonely Lady, Drums of Africa, The Naked Gun 2Â½: The Smell of Fear, ",4.133333333
Ray Bolger,"Where's Charley?, April in Paris, The Wizard of Oz, Babes in Toyland, ",8
Peter Boyle,"Friday on My Mind, Hunting, Backstage, Come Rain or Shine, ",6.157142857
Klaus Maria Brandauer,"Mephisto, Never Say Never Again, Seven Minutes, Out of Africa, ",6.7
Ewen Bremner,"Trainspotting, Alien vs. Predator, Wonder Woman, ",8.1
Richard Briers,"Good Neighbors, Peter Pan, Much Ado About Nothing, Watership Down, ",7.6
Blair Brown,,6.6
Roscoe Lee Browne,"Oliver & Company, Logan's Run, The Cowboys, Treasure Planet, ",7.1
Horst Buchholz,"The Magnificent Seven, Confessions of Felix Krull, Life Is Beautiful, One, Two, Three, ",7.6
Tom Burlinson,"Piece of Cake, The Time Guardian, The Man from Snowy River, Flesh+Blood, ",7.3
Sebastian Cabot,"The Jungle Book, The Sword in the Stone, Family Affair, The Time Machine, ",7.6
Naomi Campbell,"Ali G Indahouse, To Wong Foo Thanks for Everything, Julie Newmar, ",2.9
Leslie Caron,"An American in Paris, Chocolat, Gigi, Lili, ",7.2
Elpidia Carrillo,"Salvador, Predator 2, Predator, Nine Lives, ",7.8
Leo G. Carroll,"The Man from U.N.C.L.E., North by Northwest, Strangers on a Train, Spellbound, ",7.76
George Chakiris,"West Side Story, The Young Girls of Rochefort, Meet Me in Las Vegas, The Big Cube, ",7.5
Patricia Charbonneau,"Desert Hearts, 100 Feet, Manhunter, She's All That, ",7
Maury Chaykin,"WarGames, My Cousin Vinny, Mousehunt, Dances with Wolves, ",6.4
Leslie Cheung,"He's a Woman, She's a Man, Happy Together, A Chinese Ghost Story, Days of Being Wild, ",7.55
Sarita Choudhury,"A Perfect Murder, Lady in the Water, ",6
Lee J. Cobb,"The Exorcist, On the Waterfront, 12 Angry Men, Exodus, ",8.061538462
Charles Coburn,"Monkey Business, The More the Merrier, Gentlemen Prefer Blondes, The Lady Eve, ",6.76
Iron Eyes Cody,"Ernest Goes to Camp, Saddlemates, Indian Agent, Sitting Bull, ",5.5
Tom Conti,"Reuben, Reuben, Merry Christmas Mr. Lawrence, The Glittering Prizes, Derailed, ",7.1
Matt Craven,"Senior Trip, A Few Good Men, Lincoln, Cry-Baby, ",7.5
Hume Cronyn,"Shadow of a Doubt, Cleopatra, Cocoon, *batteries not included, ",5.833333333
Mary Crosby,"Dallas, The Legend of Zorro, Star Trek: Deep Space Nine, The Ice Pirates, ",5.7
Ben Cross,"First Knight, When Nietzsche Wept, Chariots of Fire, Star Trek, ",5.9
Roger Daltrey,"The Secret of My Success, The Lost Boys, Tommy, Lisztomania, ",6.6
Tyne Daly,"The Enforcer, Judging Amy, Cagney & Lacey, ",6.725
Sammy Davis Jr.,"One More Time, The Cannonball Run, Porgy and Bess, Cannonball Run II, ",6.833333333
Cliff De Young,"Glory, Flight of the Navigator, Shock Treatment, The Craft, ",6.14
Ruby Dee,"American Gangster, Do the Right Thing, Jungle Fever, A Raisin in the Sun, ",7.9
Madhuri Dixit,"Hum Aapke Hain Koun...!, Dil To Pagal Hai, Devdas, ",7.25
Melvyn Douglas,"Hud, The Changeling, Ninotchka, Being There, ",7.75
Irene Dunne,"The Awful Truth, I Remember Mama, Love Affair, Theodora Goes Wild, ",7
Dan Duryea,"Black Angel, The Flight of the Phoenix, Scarlet Street, Too Late for Tears, ",7.8
Sheena Easton,"Young Blades, For Your Eyes Only, EuroTrip, All Dogs Go to Heaven II, ",5.5
Alison Eastwood,"Space Cowboys, Midnight in the Garden of Good and Evil, Absolute Power, ",6.3
Christine Ebersole,"Amadeus, Black Sheep, The Wolf of Wall Street, RiÂ¢hie RiÂ¢h, ",5.3
Richard Edson,"Do the Right Thing, Strange Days, Super Mario Bros., Ferris Bueller's Day Off, ",7.9
Samantha Eggar,"The Astronaut's Wife, The Phantom, The Collector, Hercules, ",6.55
Lisa Eilbacher,"An Officer and a Gentleman, 10 to Midnight, Beverly Hills Cop, Leviathan, ",6.7
Kathryn Erbe,"What About Bob?, Stir of Echoes, Law & Order: Criminal Intent, D2: The Mighty Ducks, ",6.1
Leif Erickson,"The High Chaparral, Waikiki Wedding, The Carpetbaggers, On the Waterfront, ",6
Giancarlo Esposito,"Breaking Bad, Do the Right Thing, The Usual Suspects, ",6.8
Ramon Estevez,"The Dead Zone, The Expert, Cadence, ",4.7
Richard Farnsworth,"The Straight Story, The Natural, Anne of Green Gables, Misery, ",6.375
Will Ferrell,"Anchorman: The Legend of Ron Burgundy, Talladega Nights: The Ballad of Ricky Bobby, Blades of Glory, ",6.3
Mel Ferrer,"Steven Spielberg's Movie, ",7.15
Lou Ferrigno,"Hulk, The Incredible Hulk, Hercules, The Incredible Hulk, ",5.1
Peter Finch,"Sunday Bloody Sunday, Network, A Town Like Alice, The Trials of Oscar Wilde, ",7.85
Jason Flemyng,"The Curious Case of Benjamin Button, Lock, Stock and Two Smoking Barrels, Solomon Kane, The League of Extraordinary Gentlemen, ",7.9
Dexter Fletcher,,8.2
Frederic Forrest,"Lonesome Dove, The Conversation, Apocalypse Now, Falling Down, ",7.8
Edward Fox,"A Bridge Too Far, Gandhi, The Day of the Jackal, Never Say Never Again, ",6.8
James Franciscus,"Jonathan Livingston Seagull, Mr. Novak, Beneath the Planet of the Apes, The Cat o' Nine Tails, ",5.85
Brenda Fricker,"A Time to Kill, My Left Foot, So I Married an Axe Murderer, Home Alone 2: Lost in New York, ",7
Gert FrÃ¶be,"It Happened in Broad Daylight, Chitty Chitty Bang Bang, Goldfinger, Is Paris Burning?, ",7.7
Zach Galligan,"Surviving, Gremlins, Waxwork, ",6.575
Michael Gambon,"Gosford Park, Harry Potter and the Half-Blood Prince, The Cook, the Thief, His Wife & Her Lover, ",5.45
John Garfield,"The Prodigal Planet, ",7.2
Greer Garson,"Pride and Prejudice, Goodbye, Mr. Chips, Random Harvest, Mrs. Miniver, ",7.5
Vittorio Gassman,"Sleepers, Il Sorpasso, Kean: Genius or Scoundrel, We All Loved Each Other So Much, ",7
Robin Givens,"Blankman, Boomerang, Head of State, ",5.5
Paulette Goddard,"Modern Times, The Women, The Great Dictator, Hold Back the Dawn, ",8.5
Ruth Gordon,"Zombie Bloodbath 3: Zombie Armageddon, ",8
Betty Grable,"The Dolly Sisters, I Wake Up Screaming, How to Marry a Millionaire, Down Argentine Way, ",6.2
Rodney A. Grant,"The Doors, Ghosts of Mars, Wild Wild West, Dances with Wolves, ",8
Kim Greist,"Throw Momma from the Train, Brazil, Homeward Bound: The Incredible Journey, Manhunter, ",6.657142857
Harry Hamlin,"Movie Movie, Mad Men, Clash of the Titans, L.A. Law, ",5.966666667
Tess Harper,"The Jackal, Crimes of the Heart, No Country for Old Men, Tender Mercies, ",5.35
Gregory Harrison,"Club Dead, KaBlam!, The Illegal Immigrant, ",6.5
Kathryn Harrold,"Modern Romance, CSI: NY, Raw Deal, Yes, Giorgio, ",5.6
Laurence Harvey,"The Alamo, Darling, The Manchurian Candidate, The Wonderful World of the Brothers Grimm, ",7.4
Paul Henreid,"Now, Voyager, The Spanish Main, Casablanca, Hollow Triumph, ",8.5
Gregory Hines,"Waiting to Exhale, History of the World: Part I, Will & Grace, Running Scared, ",6.685185185
Judd Hirsch,"Independence Day, Taxi, Ordinary People, A Beautiful Mind, ",7.7
Celeste Holm,"Gentleman's Agreement, Come to the Stable, High Society, All About Eve, ",7.7
Sandrine Holt,,6.4
Edward Everett Horton,"It's a Mad Mad Mad Mad World, Arsenic and Old Lace, Top Hat, Holiday, ",7.433333333
John Houseman,"The Paper Chase, Three Days of the Condor, The Fog, Rollerball, ",6.733333333
Trevor Howard,"Gandhi, Brief Encounter, The Third Man, Superman, ",7.433333333
